time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-12-24T17:44:49Z,161,0,0,0,0,0,6487108,1467,3341219,0,0,0,0,0,0,34096,0,0,0,0,0,0,0,168,5,0,10,1,5,12663,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,50625856,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,33378,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:45:49Z,161,0,0,0,0,0,6755124,1467,3609235,0,0,0,0,0,0,37371,0,0,0,0,0,0,0,182,5,0,6,1,5,15016,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,94354752,-1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,35663,0,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:46:49Z,161,0,0,0,0,0,6824580,1467,3678691,0,0,0,0,0,0,33971,0,0,0,0,0,0,0,183,7,0,1,1,6,13169,0,0,0,0,0, ,0,0,0,0,0,0,16806,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,592756872,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,33283,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:47:49Z,161,0,0,0,0,0,6910068,1467,3764179,0,0,0,0,0,0,35626,0,0,0,0,0,0,0,188,7,0,1,1,6,14907,0,0,0,0,0, ,0,0,0,0,0,0,35254,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,272077200,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,34914,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:48:49Z,161,0,0,0,0,0,6997388,1467,3851499,0,0,0,0,0,0,37920,0,0,0,0,0,0,0,193,7,0,0,1,6,15434,0,0,0,0,0, ,0,0,0,0,0,0,37441,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,138485672,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,37007,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:49:49Z,161,0,0,0,0,0,6983980,1467,3838091,0,0,0,0,0,0,31366,0,0,0,0,0,0,0,195,7,0,-2,1,7,14435,0,0,0,0,0, ,0,0,0,0,0,0,31194,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,240439976,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,31056,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:50:49Z,161,0,0,0,0,0,6959412,1467,3813523,0,0,0,0,0,0,17531,0,0,0,0,0,0,0,193,7,0,-4,1,6,9295,0,0,0,0,0, ,0,0,0,0,0,0,17451,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,132219936,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,17399,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:51:49Z,161,0,0,0,0,0,6979852,1467,3833963,0,0,0,0,0,0,14742,0,0,0,0,0,0,0,194,7,0,-4,1,6,6964,0,0,0,0,0, ,0,0,0,0,0,0,14698,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,225643040,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14653,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:52:49Z,161,0,0,0,0,0,6969732,1467,3823843,0,0,0,0,0,0,12930,0,0,0,0,0,0,0,194,7,0,-4,1,6,6427,0,0,0,0,0, ,0,0,0,0,0,0,12924,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,463341224,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,12922,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:53:49Z,161,0,0,0,0,0,6976100,1467,3830211,0,0,0,0,0,0,14663,0,0,0,0,0,0,0,196,7,0,-4,1,6,7429,0,0,0,0,0, ,0,0,0,0,0,0,14625,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,81966008,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,14591,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:54:49Z,161,0,0,0,0,0,6954580,1467,3808691,0,0,0,0,0,0,13166,0,0,0,0,0,0,0,195,7,0,-5,1,6,7000,0,0,0,0,0, ,0,0,0,0,0,0,13147,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,69038424,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,13142,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:55:49Z,161,0,0,0,0,0,6961268,1467,3815379,0,0,0,0,0,0,14613,0,0,0,0,0,0,0,195,7,0,-6,1,6,7049,0,0,0,0,0, ,0,0,0,0,0,0,14496,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,278585088,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,14396,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:56:49Z,161,0,0,0,0,0,7064764,1467,3918875,0,0,0,0,0,0,26335,0,0,0,0,0,0,0,200,7,0,-8,1,6,10631,0,0,0,0,0, ,0,0,0,0,0,0,25944,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,472124768,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,25580,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:57:49Z,161,0,0,0,0,0,7216508,1467,4070619,0,0,0,0,0,0,25255,0,0,0,0,0,0,0,207,7,0,-9,1,6,10639,0,0,0,0,0, ,0,0,0,0,0,0,24783,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,186406560,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,24329,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:58:49Z,161,0,0,0,0,0,7637956,1467,4492067,0,0,0,0,0,0,36376,0,0,0,0,0,0,0,231,7,0,-11,1,6,13869,0,0,0,0,0, ,0,0,0,0,0,0,35266,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,541555480,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,34180,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T17:59:49Z,161,0,0,0,0,0,7668412,1467,4522523,0,0,0,0,0,0,35967,0,0,0,0,0,0,0,233,7,0,-13,1,6,17397,0,0,0,0,0, ,0,0,0,0,0,0,35722,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,486475584,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,35509,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:00:49Z,161,0,0,0,0,0,7734908,1467,4589019,0,0,0,0,0,0,36866,0,0,0,0,0,0,0,236,7,0,-16,1,6,15719,0,0,0,0,0, ,0,0,0,0,0,0,36489,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,156494360,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,36156,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:01:49Z,161,0,0,0,0,0,7818556,1467,4672667,0,0,0,0,0,0,37309,0,0,0,0,0,0,0,239,7,0,-18,1,6,17905,0,0,0,0,0, ,0,0,0,0,0,0,36906,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,222082792,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,36538,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:02:49Z,161,0,0,0,0,0,7931476,1467,4785587,0,0,0,0,0,0,36312,0,0,0,0,0,0,0,247,7,0,-21,1,6,15379,0,0,0,0,0, ,0,0,0,0,0,0,35868,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,559964720,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,35460,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:03:49Z,161,0,0,0,0,0,7919572,1467,4773683,0,0,0,0,0,0,34044,0,0,0,0,0,0,0,250,7,0,-23,1,6,16018,0,0,0,0,0, ,0,0,0,0,0,0,33849,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,174392696,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,33689,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:04:49Z,161,0,0,0,0,0,7866316,1467,4720427,0,0,0,0,0,0,35770,0,0,0,0,0,0,0,249,7,0,-25,1,6,16388,0,0,0,0,0, ,0,0,0,0,0,0,35665,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,413313256,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,35597,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:05:49Z,161,0,0,0,0,0,7838740,1467,4692851,0,0,0,0,0,0,37006,0,0,0,0,0,0,0,250,7,0,-27,1,6,16243,0,0,0,0,0, ,0,0,0,0,0,0,36895,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,412987328,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,36815,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:06:49Z,161,0,0,0,0,0,7780932,1467,4635043,0,0,0,0,0,0,38149,0,0,0,0,0,0,0,247,7,0,-30,1,6,17077,0,0,0,0,0, ,0,0,0,0,0,0,38041,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,57518376,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,37975,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:07:49Z,161,0,0,0,0,0,7758076,1467,4612187,0,0,0,0,0,0,37910,0,0,0,0,0,0,0,248,7,0,-32,1,6,16860,0,0,0,0,0, ,0,0,0,0,0,0,37771,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,503505160,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,37663,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:08:49Z,161,0,0,0,0,0,7756588,1467,4610699,0,0,0,0,0,0,36901,0,0,0,0,0,0,0,251,7,0,-34,1,6,16907,0,0,0,0,0, ,0,0,0,0,0,0,36674,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,226988208,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,36482,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:09:49Z,161,0,0,0,0,0,7756500,1467,4610611,0,0,0,0,0,0,32551,0,0,0,0,0,0,0,251,7,0,-36,1,6,16142,0,0,0,0,0, ,0,0,0,0,0,0,32377,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,362558920,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,32233,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:10:49Z,161,0,0,0,0,0,7719844,1467,4573955,0,0,0,0,0,0,24420,0,0,0,0,0,0,0,250,7,0,-38,1,6,11867,0,0,0,0,0, ,0,0,0,0,0,0,24308,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,144113304,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,24229,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:11:49Z,161,0,0,0,0,0,7691564,1467,4545675,0,0,0,0,0,0,18904,0,0,0,0,0,0,0,250,7,0,-39,1,6,8589,0,0,0,0,0, ,0,0,0,0,0,0,18862,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,415979304,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,18841,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:12:49Z,161,0,0,0,0,0,7655204,1467,4509315,0,0,0,0,0,0,17234,0,0,0,0,0,0,0,248,7,0,-41,1,6,8027,0,0,0,0,0, ,0,0,0,0,0,0,17203,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,493112120,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,17196,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24T18:13:49Z,161,0,0,0,0,0,7635596,1467,4489707,0,0,0,0,0,0,18639,0,0,0,0,0,0,0,248,7,0,-41,1,6,8697,0,0,0,0,0, ,0,0,0,0,0,0,18625,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640366688816,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,218775800,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,18619,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
